"","Price","Surface","Building_type","District","Rent","Number_of_rooms","Condition"
"1094",674900,45,"apartamentowiec","Muchobór Wielki",600,2,"bardzo dobry"
"1095",833395,43.14,"blok mieszkalny","Stare Miasto",550,2,"bardzo dobry"
"1096",1110000,45.3,"apartamentowiec","Przedmieście Oławskie",600,2,"wysoki standard"
"1097",696886,65,"blok mieszkalny","Krzyki",690,3,"deweloperski"
"1098",650658,27.1,"apartamentowiec","Stare Miasto",300,1,"do wykończenia"
"1099",789000,79.2,"blok mieszkalny","Karłowice",1050,3,"do odświeżenia"
"1100",750000,49.91,"dom wielorodzinny","Poświętne",600,2,"wysoki standard"
"1101",899000,86,"blok mieszkalny","Jagodno",829,3,"bardzo dobry"
"1102",480000,37.64,"kamienica","Nadodrze",400,2,"bardzo dobry"
"1103",740700,40.04,"apartamentowiec","Stare Miasto",570,2,"bardzo dobry"
"1104",1351350,100.1,"blok mieszkalny","Ołbin",700,3,"do wykończenia"
"1105",1584000,92.19,"apartamentowiec","Kleczków",600,5,"do wykończenia"
"1106",511000,42.29,"blok mieszkalny","Lipa Piotrowska",450,2,"do wykończenia"
"1107",609930,47.8,"blok mieszkalny","Oporów",550,2,"do wykończenia"
"1108",899000,43.5,"apartamentowiec","Stare Miasto",500,2,"do wykończenia"
"1109",599000,51,"blok mieszkalny","Różanka",700,3,"do odświeżenia"
"1110",976500,63,"blok mieszkalny","Krzyki",550,3,"bardzo dobry"
"1111",740000,49.53,"blok mieszkalny","Poświętne",450,2,"wysoki standard"
"1112",815000,60.45,"apartamentowiec","Karłowice",800,3,"bardzo dobry"
"1113",565000,48,"blok mieszkalny","Stare Miasto",700,2,"do remontu"
"1114",926900,71.3,"blok mieszkalny","Ołbin",700,4,"do wykończenia"
"1115",635000,45.18,"apartamentowiec","Nadodrze",650,2,"bardzo dobry"
"1116",649000,60.16,"kamienica","Ołbin",730,2,"wysoki standard"
"1117",709000,62.7,"blok mieszkalny","Muchobór Mały",860,4,"bardzo dobry"
"1118",498999,33.07,"blok mieszkalny","Sołtysowice",400,2,"do wykończenia"
"1119",570000,50,"blok mieszkalny","Gądów",600,2,"do wykończenia"
"1120",890000,47,"apartamentowiec","Tarnogaj",900,2,"wysoki standard"
"1121",520293,46.6,"blok mieszkalny","Księże",550,2,"do wykończenia"
"1122",999000,92,"kamienica","Huby",680,3,"dobry"
"1123",1016245,96.5,"blok mieszkalny","Różanka",10,3,"deweloperski"
"1124",650000,43,"kamienica","Stare Miasto",580,2,"dobry"
"1125",1058015,98.88,"apartamentowiec","Księże",980,4,"do wykończenia"
"1126",1389999,67.21,"apartamentowiec","Ołbin",950,4,"bardzo dobry"
"1127",425000,32.3,"blok mieszkalny","Muchobór Wielki",475,1,"dobry"
"1128",1260000,82.27,"blok mieszkalny","Kleczków",830,4,"do wykończenia"
"1129",732768,37.87,"apartamentowiec","Stare Miasto",380,2,"do wykończenia"
"1130",985050,49.5,"apartamentowiec","Stare Miasto",600,2,"bardzo dobry"
"1131",645753,39.14,"blok mieszkalny","Kleczków",500,2,"do wykończenia"
"1132",579999,32.7,"blok mieszkalny","Kleczków",360,2,"do wykończenia"
"1133",1690000,65,"apartamentowiec","Stare Miasto",700,3,"wysoki standard"
"1134",899000,40.68,"apartamentowiec","Krzyki",700,1,"do wykończenia"
"1135",970000,53.43,"apartamentowiec","Stare Miasto",650,3,"do wykończenia"
"1136",695000,71.7,"blok mieszkalny","Krzyki",500,4,"deweloperski"
"1137",655000,51.42,"apartamentowiec","Brochów",600,2,"wysoki standard"
"1138",803257,47.52,"blok mieszkalny","Gaj",400,2,"bardzo dobry"
"1139",568988,36.15,"apartamentowiec","Jagodno",450,2,"bardzo dobry"
"1140",749000,60,"blok mieszkalny","Klecina",660,3,"dobry"
"1141",1050000,126.52,"kamienica","Ołbin",600,4,"dobry"
"1142",504530,38.81,"blok mieszkalny","Krzyki",581,1,"dobry"
"1143",964955,67.37,"blok mieszkalny","Kleczków",700,3,"do wykończenia"
"1144",555000,46,"blok mieszkalny","Grabiszyn",620,2,"wysoki standard"
"1145",649000,50.1,"blok mieszkalny","Zawidawie",302,2,"bardzo dobry"
"1146",749840,41.2,"blok mieszkalny","Stare Miasto",550,2,"do wykończenia"
"1147",706634,39.43,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"1148",1339000,75,"apartamentowiec","Krzyki",750,4,"wysoki standard"
"1149",929999,51.06,"apartamentowiec","Kleczków",680,3,"wysoki standard"
"1150",1299000,96.38,"kamienica","Stare Miasto",1100,5,"do wykończenia"
"1151",540000,44.56,"blok mieszkalny","Strachocin",600,2,"deweloperski"
"1152",740000,51.66,"dom wielorodzinny","Poświętne",600,2,"wysoki standard"
"1153",499000,33,"kamienica","Przedmieście Oławskie",430,2,"bardzo dobry"
"1154",730000,60,"blok mieszkalny","Maślice",660,3,"do wykończenia"
"1155",588997,36.36,"blok mieszkalny","Żerniki",500,2,"wysoki standard"
"1156",716000,29,"apartamentowiec","Krzyki",600,1,"wysoki standard"
"1157",1200000,98.48,"kamienica","Przedmieście Oławskie",1200,3,"dobry"
"1158",537025,25.23,"blok mieszkalny","Stare Miasto",290,1,"do wykończenia"
"1159",757000,38,"blok mieszkalny","Stare Miasto",700,2,"wysoki standard"
"1160",450000,50.42,"kamienica","Ołbin",900,2,"do remontu"
"1161",324999,19,"kamienica","Plac Grunwaldzki",300,1,"bardzo dobry"
"1162",997257,102.81,"kamienica","Grabiszyn",800,4,"do odświeżenia"
"1163",719000,52.75,"blok mieszkalny","Nadodrze",650,2,"do odświeżenia"
"1164",665000,42.87,"apartamentowiec","Partynice",600,2,"wysoki standard"
"1165",1299000,96.38,"kamienica","Przedmieście Oławskie",1100,5,"dobry"
"1166",753751,47.52,"blok mieszkalny","Gaj",300,2,"bardzo dobry"
"1167",723980,59.1,"blok mieszkalny","Huby",600,3,"nowe wykończone"
"1168",931000,53.05,"apartamentowiec","Stare Miasto",750,2,"bardzo dobry"
"1169",847021,75.38,"blok mieszkalny","Poświętne",550,3,"do wykończenia"
"1170",1040000,107.81,"kamienica","Ołbin",500,3,"do remontu"
"1171",1270000,94.33,"dom wielorodzinny","Maślice",1000,4,"wysoki standard"
"1172",649999,69.97,"kamienica","Huby",536,2,"bardzo dobry"
"1173",589000,47,"blok mieszkalny","Krzyki",600,2,"do odświeżenia"
"1174",710000,65,"blok mieszkalny","Kozanów",750,3,"wysoki standard"
"1175",1351000,100.1,"blok mieszkalny","Ołbin",800,3,"do wykończenia"
"1176",725000,51.8,"blok mieszkalny","Stare Miasto",500,2,"dobry"
"1177",1838000,73.55,"apartamentowiec","Stare Miasto",1103,3,"do wykończenia"
"1178",715000,42,"apartamentowiec","Krzyki",500,2,"do wykończenia"
"1179",1245434,56.73,"apartamentowiec","Stare Miasto",650,3,"wysoki standard"
"1180",624908,52.08,"blok mieszkalny","Huby",515,2,"bardzo dobry"
"1181",582925,45.79,"blok mieszkalny","Poświętne",400,2,"do wykończenia"
"1182",649999,54.73,"kamienica","Ołbin",400,2,"do odświeżenia"
"1183",966778,69.1,"apartamentowiec","Krzyki",500,4,"do wykończenia"
"1184",630000,50,"apartamentowiec","Muchobór Wielki",500,2,"wysoki standard"
"1185",579000,71.02,"kamienica","Ołbin",600,3,"do remontu"
"1186",1290000,90,"apartamentowiec","Oporów",1392,3,"wysoki standard"
"1187",917923,76.5,"blok mieszkalny","Osobowice",280,3,"wysoki standard"
"1188",899000,58.69,"apartamentowiec","Partynice",800,3,"wysoki standard"
"1189",890000,70,"blok mieszkalny","Poświętne",650,3,"do wykończenia"
"1190",889000,65.32,"blok mieszkalny","Jagodno",850,3,"nowe wykończone"
"1191",621830,56.53,"apartamentowiec","Księże",3,3,"do wykończenia"
"1192",564995,30.15,"apartamentowiec","Szczepin",500,1,"bardzo dobry"
"1193",569000,38.25,"blok mieszkalny","Krzyki",470,2,"bardzo dobry"
"1194",1354000,81.54,"blok mieszkalny","Kleczków",830,4,"do wykończenia"
"1195",530000,55.4,"blok mieszkalny","Leśnica",1000,2,"bardzo dobry"
"1196",616040,46,"blok mieszkalny","Krzyki",460,2,"do wykończenia"
"1197",7e+05,66.36,"kamienica","Szczepin",910,3,"do remontu"
"1198",749000,41.2,"blok mieszkalny","Stare Miasto",550,1,"do wykończenia"
"1199",755000,58.26,"blok mieszkalny","Psie Pole",500,3,"deweloperski"
"1200",690000,61,"kamienica","Grabiszyn",500,3,"nowe wykończone"
"1201",845000,67.1,"blok mieszkalny","Muchobór Wielki",690,3,"wysoki standard"
"1202",928000,64,"apartamentowiec","Grabiszynek",1000,3,"bardzo dobry"
"1203",639000,61.5,"blok mieszkalny","Nowy Dwór",700,3,"do odświeżenia"
"1204",739000,57.8,"blok mieszkalny","Poświętne",860,3,"bardzo dobry"
"1205",689000,64,"kamienica","Ołbin",803,2,"dobry"
"1206",937945,86.05,"apartamentowiec","Księże",850,3,"do wykończenia"
"1207",750000,55,"apartamentowiec","Maślice",550,3,"wysoki standard"
"1208",1614414,91.71,"apartamentowiec","Kleczków",910,5,"do wykończenia"
"1209",829000,81.44,"kamienica","Stare Miasto",900,3,"do odświeżenia"
"1210",1824886,107.73,"apartamentowiec","Kleczków",1007,5,"do wykończenia"
"1211",625000,60,"blok mieszkalny","Różanka",750,3,"do remontu"
"1212",515000,33.7,"blok mieszkalny","Krzyki",470,2,"-"
"1213",450000,25.27,"blok mieszkalny","Szczepin",416,2,"wysoki standard"
"1214",779000,30.46,"apartamentowiec","Szczepin",360,1,"nowe wykończone"
"1215",860000,46,"apartamentowiec","Stare Miasto",650,2,"wysoki standard"
"1216",757000,38,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"1217",662340,53.2,"blok mieszkalny","Oporów",600,3,"do wykończenia"
"1218",789000,51.19,"kamienica","Ołbin",330,2,"bardzo dobry"
"1219",549000,60.56,"kamienica","Grabiszyn",560,2,"do remontu"
"1220",1606898,81.64,"apartamentowiec","Kleczków",820,4,"do wykończenia"
"1221",813775,37.85,"apartamentowiec","Stare Miasto",450,2,"do wykończenia"
"1222",646620,42.3,"apartamentowiec","Krzyki",800,2,"nowe wykończone"
"1223",785000,48.85,"blok mieszkalny","Klecina",400,2,"do wykończenia"
"1224",550000,46.6,"blok mieszkalny","Psie Pole",441,2,"wysoki standard"
"1225",690000,59,"blok mieszkalny","Różanka",620,3,"do wykończenia"
"1226",635000,45.27,"blok mieszkalny","Szczepin",570,3,"nowe wykończone"
"1227",690000,82,"kamienica","Stare Miasto",480,3,"dobry"
"1228",1029000,72.7,"blok mieszkalny","Biskupin",1003,3,"do odświeżenia"
"1229",568419,33.69,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"1230",799000,66.87,"apartamentowiec","Partynice",800,2,"dobry"
"1231",1018500,77.9,"blok mieszkalny","Krzyki",900,4,"do wykończenia"
"1232",559900,45.6,"blok mieszkalny","Huby",590,2,"dobry"
"1233",2077200,103.86,"apartamentowiec","Biskupin",1260,4,"bardzo dobry"
"1234",648659,59.51,"kamienica","Nadodrze",550,3,"dobry"
"1235",462157,26.25,"apartamentowiec","Muchobór Mały",312,1,"do wykończenia"
"1236",660000,38.74,"apartamentowiec","Kleczków",500,2,"wysoki standard"
"1237",680000,75.43,"kamienica","Psie Pole",500,4,"do odświeżenia"
"1238",699000,60,"kamienica","Nadodrze",370,2,"dobry"
"1239",659900,46.9,"apartamentowiec","Jagodno",854,2,"wysoki standard"
"1240",750000,78,"blok mieszkalny","Psie Pole",700,4,"do odświeżenia"
"1241",538508,44.14,"blok mieszkalny","Księże",400,2,"do wykończenia"
"1242",635000,54.97,"apartamentowiec","Gaj",600,2,"bardzo dobry"
"1243",832650,45.5,"apartamentowiec","Stare Miasto",550,2,"bardzo dobry"
"1244",679900,48.8,"blok mieszkalny","Huby",600,3,"dobry"
"1245",690000,54.37,"blok mieszkalny","Powstańców Śląskich",970,4,"dobry"
"1246",605000,49.6,"blok mieszkalny","Nowy Dwór",600,2,"-"
"1247",585000,40.97,"apartamentowiec","Krzyki",500,2,"wysoki standard"
"1248",7e+05,72,"kamienica","Ołbin",700,3,"bardzo dobry"
"1249",926000,71.3,"apartamentowiec","Ołbin",800,4,"do wykończenia"
"1250",1075183,68.18,"blok mieszkalny","Kleczków",700,4,"do wykończenia"
"1251",485237,35.29,"blok mieszkalny","Maślice",380,2,"do wykończenia"
"1252",759972,62.1,"apartamentowiec","Księże",700,3,"do wykończenia"
"1253",507000,35.63,"blok mieszkalny","Krzyki",450,2,"do wykończenia"
"1254",1124875,74.22,"apartamentowiec","Klecina",890,4,"do wykończenia"
"1255",715000,66.57,"blok mieszkalny","Nowy Dwór",1000,3,"wysoki standard"
"1256",689000,59,"kamienica","Grabiszyn",700,2,"bardzo dobry"
"1257",612000,48.2,"blok mieszkalny","Nadodrze",800,2,"do odświeżenia"
"1258",673785,43.47,"apartamentowiec","Grabiszyn",13,2,"do wykończenia"
"1259",622656,43.24,"blok mieszkalny","Muchobór Mały",650,1,"do wykończenia"
"1260",640000,43.9,"apartamentowiec","Krzyki",685,2,"bardzo dobry"
"1261",669900,48.88,"blok mieszkalny","Gaj",668,2,"nowe wykończone"
"1262",1351350,100.1,"apartamentowiec","Ołbin",750,3,"do wykończenia"
"1263",404141,22.66,"apartamentowiec","Krzyki",300,1,"nowe wykończone"
"1264",679000,42,"apartamentowiec","Wojszyce",500,2,"wysoki standard"
"1265",698000,54.5,"kamienica","Biskupin",250,2,"dobry"
"1266",579000,54.5,"blok mieszkalny","Gaj",750,3,"do remontu"
"1267",799000,59.56,"kamienica","Huby",550,3,"dobry"
"1268",559000,39.3,"apartamentowiec","Klecina",595,2,"wysoki standard"
"1269",524790,27.44,"blok mieszkalny","Stare Miasto",500,1,"do wykończenia"
"1270",643900,27.4,"apartamentowiec","Stare Miasto",410,1,"do wykończenia"
"1271",9e+05,56.63,"blok mieszkalny","Muchobór Wielki",285,3,"-"
"1272",655000,52.78,"apartamentowiec","Ołtaszyn",746,2,"bardzo dobry"
"1273",629000,44.08,"blok mieszkalny","Sołtysowice",400,2,"do wykończenia"
"1274",699000,60,"blok mieszkalny","Żerniki",683,3,"wysoki standard"
"1275",716550,84.3,"blok mieszkalny","Psie Pole",750,5,"do remontu"
"1276",781832,54.04,"blok mieszkalny","Kleczków",540,3,"do wykończenia"
"1277",831075,60,"apartamentowiec","Krzyki",720,3,"do wykończenia"
"1278",994300,70.5,"blok mieszkalny","Krzyki",1000,4,"do wykończenia"
"1279",703595,70.43,"blok mieszkalny","Lipa Piotrowska",400,4,"do wykończenia"
"1280",783460,79.27,"blok mieszkalny","Maślice",800,2,"do wykończenia"
"1281",668548,51.95,"blok mieszkalny","Krzyki",700,3,"do wykończenia"
"1282",455000,29,"blok mieszkalny","Różanka",275,1,"-"
"1283",1537000,89.15,"blok mieszkalny","Kleczków",900,5,"do wykończenia"
"1284",539000,39.3,"blok mieszkalny","Psie Pole",650,2,"dobry"
"1285",790884,73.23,"apartamentowiec","Księże",800,3,"do wykończenia"
"1286",926900,71.3,"apartamentowiec","Ołbin",750,3,"do wykończenia"
"1287",740000,40.04,"apartamentowiec","Krzyki",560,2,"wysoki standard"
"1288",729999,54,"blok mieszkalny","Krzyki",750,3,"bardzo dobry"
"1289",1057500,70.5,"blok mieszkalny","Krzyki",800,4,"do wykończenia"
"1290",1448000,84.09,"blok mieszkalny","Kleczków",840,4,"do wykończenia"
"1291",985875,65.15,"blok mieszkalny","Krzyki",700,4,"do wykończenia"
"1292",598492,60.15,"blok mieszkalny","Lipa Piotrowska",700,3,"do wykończenia"
"1293",713000,50.64,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"1294",786083,42.78,"blok mieszkalny","Stare Miasto",420,2,"do wykończenia"
"1295",649000,58,"blok mieszkalny","Muchobór Wielki",800,2,"bardzo dobry"
"1296",746826,73.29,"blok mieszkalny","Jagodno",500,4,"do wykończenia"
"1297",720000,34,"apartamentowiec","Szczepin",560,2,"wysoki standard"
"1298",495719,30,"apartamentowiec","Przedmieście Oławskie",600,1,"deweloperski"
"1299",735000,62.8,"blok mieszkalny","Pilczyce",800,3,"do remontu"
"1300",907605,95.85,"blok mieszkalny","Maślice",960,3,"do wykończenia"
"1301",538826,30.06,"blok mieszkalny","Stare Miasto",450,1,"do wykończenia"
"1302",563950,38.8,"blok mieszkalny","Księże",400,2,"do wykończenia"
"1303",990750,70,"blok mieszkalny","Krzyki",700,4,"bardzo dobry"
"1304",799880,65.5,"blok mieszkalny","Gądów",1000,3,"wysoki standard"
"1305",599000,46.44,"kamienica","Stare Miasto",600,2,"wysoki standard"
"1306",599300,37,"apartamentowiec","Krzyki",400,2,"do wykończenia"
"1307",748000,57,"apartamentowiec","Muchobór Wielki",600,3,"bardzo dobry"
"1308",578000,45.73,"blok mieszkalny","Poświętne",450,2,"do wykończenia"
"1309",760000,60,"apartamentowiec","Nowy Dwór",700,3,"wysoki standard"
"1310",2233175,91.15,"apartamentowiec","Stare Miasto",1100,4,"do wykończenia"
"1311",735850,42.05,"apartamentowiec","Kleczków",650,2,"do wykończenia"
"1312",7e+05,70,"kamienica","Stare Miasto",500,2,"bardzo dobry"
"1313",645000,38,"blok mieszkalny","Psie Pole",550,2,"do wykończenia"
"1314",699000,55.5,"apartamentowiec","Jagodno",930,2,"bardzo dobry"
"1315",1175000,71.67,"apartamentowiec","Gądów",730,4,"wysoki standard"
"1316",650000,48.22,"blok mieszkalny","Szczepin",750,3,"do remontu"
"1317",913062,35.39,"blok mieszkalny","Stare Miasto",450,2,"do wykończenia"
"1318",576400,40,"blok mieszkalny","Polanowice",490,2,"bardzo dobry"
"1319",1067908,55.15,"blok mieszkalny","Stare Miasto",600,3,"nowe wykończone"
"1320",1214000,91.33,"blok mieszkalny","Klecina",1000,5,"do wykończenia"
"1321",679000,58.4,"blok mieszkalny","Szczepin",880,3,"nowe wykończone"
"1322",570000,37,"blok mieszkalny","Jagodno",420,2,"bardzo dobry"
"1323",592800,42.8,"apartamentowiec","Księże",420,2,"do wykończenia"
"1324",618970,56.27,"blok mieszkalny","Księże",600,3,"do wykończenia"
"1325",3850000,100,"apartamentowiec","Swojczyce",1050,3,"bardzo dobry"
"1326",638000,51.27,"blok mieszkalny","Klecina",390,3,"do wykończenia"
"1327",850000,62.2,"blok mieszkalny","Jagodno",700,3,"wysoki standard"
"1328",602000,42.8,"blok mieszkalny","Księże",420,2,"do wykończenia"
"1329",1385000,81.08,"blok mieszkalny","Kleczków",820,4,"do wykończenia"
"1330",2444000,150,"apartamentowiec","Stare Miasto",1500,5,"wysoki standard"
"1331",619000,44.08,"blok mieszkalny","Sołtysowice",400,2,"do wykończenia"
"1332",706675,48.02,"blok mieszkalny","Poświętne",550,3,"do wykończenia"
"1333",670000,50,"blok mieszkalny","Ołbin",700,2,"wysoki standard"
"1334",839999,46.02,"apartamentowiec","Szczepin",650,2,"bardzo dobry"
"1335",684000,34.73,"apartamentowiec","Przedmieście Oławskie",543,1,"wysoki standard"
"1336",565000,45.65,"blok mieszkalny","Jagodno",760,2,"wysoki standard"
"1337",699999,54.6,"blok mieszkalny","Krzyki",750,2,"wysoki standard"
"1338",625000,46.75,"blok mieszkalny","Wojszyce",550,2,"wysoki standard"
"1339",499900,25.57,"blok mieszkalny","Stare Miasto",300,1,"do wykończenia"
"1340",949000,88.66,"kamienica","Nadodrze",300,3,"bardzo dobry"
"1341",529000,29,"blok mieszkalny","Szczepin",500,2,"deweloperski"
"1342",649900,56.66,"kamienica","Huby",493,2,"nowe wykończone"
"1343",1299000,66.66,"apartamentowiec","Przedmieście Świdnickie",1200,2,"wysoki standard"
"1344",1489200,74.96,"apartamentowiec","Borek",1100,4,"bardzo dobry"
"1345",1600000,94.1,"apartamentowiec","Stare Miasto",1500,4,"bardzo dobry"
"1346",1350000,83.5,"kamienica","Ołbin",400,4,"bardzo dobry"
"1347",1606900,81.46,"blok mieszkalny","Kleczków",800,4,"do wykończenia"
"1348",1150000,147.08,"kamienica","Ołbin",2200,4,"do wykończenia"
"1349",699000,54,"blok mieszkalny","Partynice",400,2,"bardzo dobry"
"1350",695000,62.6,"blok mieszkalny","Kozanów",650,2,"dobry"
"1351",890000,69.2,"blok mieszkalny","Gaj",650,4,"wysoki standard"
"1352",554719,47.9,"blok mieszkalny","Księże",470,2,"do wykończenia"
"1353",207500,64,"kamienica","Sołtysowice",300,4,"bardzo dobry"
"1354",567320,33.36,"blok mieszkalny","Muchobór Mały",450,1,"do wykończenia"
"1355",1061569,83.59,"blok mieszkalny","Krzyki",850,4,"do wykończenia"
"1356",656710,34.54,"blok mieszkalny","Kleczków",450,2,"do wykończenia"
"1357",549000,55.18,"kamienica","Przedmieście Oławskie",572,2,"do remontu"
"1358",1399000,100.18,"kamienica","Nadodrze",900,3,"dobry"
"1359",629000,45,"apartamentowiec","Swojczyce",700,2,"wysoki standard"
"1360",805000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"1361",699000,28.49,"apartamentowiec","Przedmieście Oławskie",550,1,"wysoki standard"
"1362",475000,37.12,"kamienica","Przedmieście Oławskie",159,2,"dobry"
"1363",7e+05,50.64,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"1364",749000,62.5,"apartamentowiec","Partynice",790,3,"wysoki standard"
"1365",519000,35.1,"blok mieszkalny","Jagodno",550,2,"-"
"1366",740000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
